Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
21,Female,Civil,2,7,0,0,0
24,Female,Electrical,1,8,0,1,1
20,Male,Electronics And Communication,0,8,0,0,1
21,Male,Civil,0,7,0,0,0
21,Male,Electrical,0,6,0,1,0
22,Male,Computer Science,3,8.955251259,0,0,1
22,Male,Computer Science,1,8.073265581,0,0,1
22,Male,Electrical,0,7,0,1,0
21,Female,Computer Science,1,9,1,0,1
20,Male,Mechanical,0,6,1,1,0
19,Male,Information Technology,1,7,0,0,0
21,Male,Information Technology,1,9.095626478,1,0,1
22,Male,Information Technology,2,6,0,0,1
22,Male,Electrical,0,6.979071752,0,1,0
21,Male,Information Technology,0,6,0,0,1
22,Male,Mechanical,2,7,1,0,0
22,Male,Electronics And Communication,0,8,0,0,1
21,Male,Information Technology,1,5.937066158,0,0,0
21,Female,Information Technology,1,6,0,0,0
20,Male,Computer Science,1,7,0,0,0
20,Male,Information Technology,0,7,0,0,0
20,Male,Computer Science,1,8,0,0,1
21,Male,Electrical,0,6.050726075,0,0,0
22,Male,Information Technology,1,8,0,1,1
25,Male,Computer Science,0,6.035459269,0,0,1
19,Male,Computer Science,1,8,0,0,1
19,Male,Mechanical,1,8,1,0,1
21,Male,Mechanical,0,7.047831976,1,0,0
21,Female,Computer Science,0,8,1,0,1
20,Male,Electrical,1,7,1,1,1
22,Male,Computer Science,1,6,0,0,0
23,Male,Electrical,1,7,0,0,1
22,Male,Civil,0,8.03660904,0,0,1
22,Female,Information Technology,1,7,0,0,1
21,Male,Information Technology,2,6,1,0,1
21,Female,Computer Science,1,8,1,0,1
22,Male,Electronics And Communication,1,6,0,0,0
21,Male,Information Technology,2,9,0,0,1
22,Male,Electrical,1,7.082253663,0,0,0
22,Female,Electronics And Communication,1,7,1,1,0
20,Female,Computer Science,1,6,1,1,1
21,Male,Information Technology,1,8,0,0,1
22,Female,Electronics And Communication,1,6.085005262,0,1,0
22,Male,Computer Science,2,6.974040476,0,0,1
22,Male,Information Technology,1,6,0,1,0
21,Male,Mechanical,0,5.976170508,1,0,0
22,Male,Mechanical,1,8.023782291,1,0,1
22,Male,Electronics And Communication,1,6,0,0,0
21,Male,Information Technology,1,7,0,0,0
21,Male,Electronics And Communication,2,7,0,0,1
20,Female,Computer Science,0,6,1,1,0
22,Male,Mechanical,2,6.054046191,1,0,1
22,Male,Mechanical,1,8,1,0,1
21,Male,Electronics And Communication,1,5.008847148,0,0,0
21,Male,Computer Science,2,7.91101004,0,0,1
21,Male,Electrical,1,8,0,0,1
22,Female,Information Technology,1,7,0,0,0
19,Male,Information Technology,1,6,0,0,1
20,Male,Electronics And Communication,0,7,0,0,1
22,Male,Mechanical,0,6,1,0,0
22,Male,Information Technology,1,5.979283885,0,0,0
22,Female,Electronics And Communication,0,8,0,0,1
21,Female,Mechanical,1,8,1,0,1
24,Male,Civil,0,7,0,0,0
22,Male,Electrical,0,8,1,1,1
22,Male,Electrical,1,8,0,0,1
29,Female,Mechanical,1,8,1,0,1
22,Female,Information Technology,0,8.065097156,0,0,1
21,Female,Information Technology,1,6,0,0,0
21,Male,Mechanical,0,6,1,0,1
20,Female,Information Technology,0,6,0,0,0
21,Male,Information Technology,1,7.924015003,0,0,1
22,Male,Computer Science,1,6.987088076,0,0,0
19,Male,Mechanical,0,7,0,0,0
22,Female,Computer Science,1,6,1,0,1
21,Male,Information Technology,0,7,0,0,0
21,Male,Civil,2,6.966860015,0,0,0
21,Male,Information Technology,1,8,1,1,1
22,Female,Civil,1,8,0,0,1
21,Male,Civil,0,8,0,0,1
19,Male,Computer Science,2,6,0,0,1
21,Male,Electrical,0,7,0,0,0
25,Male,Computer Science,0,7.914659379,0,0,1
21,Male,Electronics And Communication,1,6,0,1,0
23,Male,Electronics And Communication,0,7.012422709,0,0,0
22,Male,Computer Science,2,8.049470482,0,0,1
21,Male,Computer Science,0,7,0,0,1
22,Male,Civil,0,8,0,1,1
24,Male,Information Technology,0,8,0,0,1
23,Male,Civil,0,6.963789999,0,0,0
19,Male,Mechanical,2,8,1,0,1
22,Male,Computer Science,0,7,0,0,0
20,Male,Electronics And Communication,1,7,0,0,0
20,Male,Computer Science,0,6,0,0,0
20,Male,Information Technology,1,7,0,1,0
21,Female,Information Technology,2,7,0,0,1
22,Male,Computer Science,0,8,0,1,1
22,Male,Computer Science,2,9,0,0,1
21,Male,Information Technology,2,6,0,0,1
21,Male,Civil,0,6.94990647,0,0,0
20,Male,Computer Science,0,6,0,0,0
22,Female,Mechanical,1,8,1,0,1
22,Female,Information Technology,1,9,0,0,1
21,Male,Information Technology,2,6.013510811,1,0,1
22,Male,Electrical,0,7,1,0,0
19,Male,Electronics And Communication,0,7,0,0,1
21,Male,Civil,2,7.066883273,0,0,0
21,Male,Information Technology,2,8,0,0,1
21,Male,Computer Science,0,7,0,1,0
21,Male,Electrical,0,8,0,0,1
21,Male,Mechanical,0,6,1,0,0
20,Male,Computer Science,1,8,0,0,1
24,Male,Information Technology,0,5.921809628,0,0,1
22,Male,Civil,0,6.057111503,0,0,1
22,Female,Information Technology,0,8.030264344,0,0,1
22,Male,Information Technology,1,7.951281715,0,0,1
20,Male,Computer Science,1,7,0,0,0
22,Female,Mechanical,1,7.010506073,1,0,0
21,Male,Civil,0,9,0,0,1
23,Male,Electrical,0,6,0,0,0
22,Male,Civil,0,6.978937374,0,0,0
20,Male,Computer Science,3,6,0,0,1
21,Male,Civil,0,5.971294023,1,1,0
22,Male,Electronics And Communication,1,5.996069426,1,1,0
21,Male,Civil,0,7,0,0,0
21,Male,Computer Science,2,8,0,0,1
21,Female,Information Technology,0,8.070174864,0,0,1
21,Male,Electronics And Communication,1,7,0,0,1
21,Female,Electronics And Communication,2,7.9728636,0,0,1
19,Female,Computer Science,1,6,1,0,0
21,Male,Mechanical,0,7,1,1,0
21,Male,Mechanical,0,8,1,0,1
21,Male,Civil,0,8,0,0,1
20,Female,Electrical,1,7,0,0,1
22,Male,Computer Science,2,6.999344178,0,0,0
23,Female,Information Technology,0,7,0,0,0
22,Male,Civil,0,7,0,1,0
22,Male,Electrical,1,6,0,0,0
19,Male,Computer Science,0,8,0,0,1
22,Female,Computer Science,2,7.04175829,1,0,1
21,Male,Information Technology,1,6.01052353,0,0,0
21,Male,Information Technology,0,6,0,0,0
21,Male,Electrical,1,6,0,0,0
24,Male,Information Technology,1,5.972154997,0,1,1
24,Male,Civil,0,5.963621834,1,0,1
21,Male,Mechanical,1,8,1,0,1
21,Male,Computer Science,1,7,0,0,0
20,Male,Electrical,0,8,0,0,1
25,Male,Civil,0,9,1,0,1
22,Female,Computer Science,1,5,1,0,0
25,Male,Mechanical,0,7,1,0,0
21,Male,Electrical,0,7.927574071,1,0,1
21,Male,Electrical,0,6,0,0,0
21,Male,Information Technology,0,9,0,0,1
21,Male,Computer Science,2,8.985973288,0,0,1
22,Male,Civil,1,6,0,0,0
24,Male,Information Technology,1,5,0,0,0
22,Male,Computer Science,1,7,0,0,1
19,Female,Electronics And Communication,1,8,0,1,1
21,Male,Information Technology,2,7.991977326,1,0,1
24,Male,Information Technology,0,6,0,0,1
21,Male,Information Technology,0,7,0,1,0
22,Male,Computer Science,1,6.986488502,0,0,0
21,Male,Civil,2,6.014142414,0,0,0
21,Male,Electronics And Communication,0,7,0,0,0
23,Male,Mechanical,1,6,1,0,0
21,Male,Mechanical,2,5.97808902,1,0,1
21,Male,Information Technology,0,9,0,0,1
21,Male,Information Technology,1,9,0,0,1
21,Male,Electronics And Communication,0,8.096041038,0,0,1
21,Male,Civil,2,8,1,1,1
21,Male,Computer Science,2,7,0,0,0
21,Male,Mechanical,0,8,0,0,1
23,Female,Electronics And Communication,0,7,0,0,1
22,Female,Information Technology,1,5.959196692,0,0,1
22,Female,Electrical,1,7,1,1,0
20,Male,Mechanical,0,7,1,0,0
21,Male,Civil,0,6,0,0,0
22,Male,Information Technology,1,6,0,0,0
21,Male,Civil,0,7,1,0,0
21,Male,Civil,0,6,0,0,0
20,Male,Mechanical,1,8,1,0,1
21,Male,Civil,3,9,0,0,1
25,Male,Electrical,0,7.058704496,0,0,0
21,Male,Computer Science,1,8,0,0,1
22,Male,Electronics And Communication,1,8.05805007,1,1,1
19,Male,Electrical,0,7,0,0,0
20,Male,Information Technology,0,7,0,1,0
24,Male,Information Technology,0,7,0,0,1
22,Male,Computer Science,1,4.938667293,0,0,0
21,Male,Civil,0,5.939130031,1,0,0
22,Male,Mechanical,0,5,0,0,0
20,Male,Mechanical,1,6,1,0,0
22,Male,Mechanical,1,6.932920439,1,1,0
21,Male,Electrical,0,8,0,0,1
21,Male,Electronics And Communication,2,6,0,0,1
19,Male,Civil,0,8,0,1,1
20,Male,Computer Science,1,7,0,0,0
20,Female,Information Technology,0,8,0,0,1
21,Male,Mechanical,1,7,1,0,0
19,Female,Electronics And Communication,1,8,0,1,1
23,Male,Mechanical,1,4.946943351,0,0,0
22,Male,Computer Science,0,6,0,0,0
22,Male,Electrical,0,6,0,0,0
21,Male,Electronics And Communication,0,6.025056533,0,0,0
21,Female,Electrical,1,8.045084583,0,0,1
21,Female,Electrical,1,9,0,0,1
20,Male,Information Technology,1,9,0,0,1
21,Male,Information Technology,1,7,0,0,0
20,Male,Computer Science,1,5.042555615,0,0,0
23,Male,Information Technology,1,8.094743392,0,0,1
20,Male,Electronics And Communication,0,7,0,0,1
21,Male,Information Technology,1,8,0,0,1
21,Male,Electronics And Communication,0,8,0,0,1
21,Male,Civil,0,9,1,0,1
22,Male,Electronics And Communication,1,5.973257617,0,0,0
22,Male,Mechanical,1,5.995550477,0,0,0
22,Male,Information Technology,2,7.093926774,0,0,0
22,Male,Computer Science,1,8.935179686,0,0,1
24,Male,Information Technology,3,7,0,0,1
20,Male,Mechanical,0,7,1,1,0
19,Male,Mechanical,1,5,1,0,0
23,Male,Computer Science,0,7,0,0,1
20,Male,Mechanical,1,7,1,1,0
20,Male,Mechanical,0,6,1,0,0
23,Male,Electrical,0,5.037789506,0,0,0
22,Female,Information Technology,1,7,1,0,1
22,Male,Mechanical,0,9,0,0,1
22,Male,Information Technology,1,7.935726226,0,0,1
23,Male,Information Technology,0,7,0,0,0
21,Male,Information Technology,1,7.918315159,1,0,1
22,Male,Mechanical,1,8,1,0,1
22,Male,Mechanical,1,7.041203996,1,0,0
22,Male,Information Technology,1,8,1,0,1
20,Female,Computer Science,0,6,1,1,0
21,Male,Electronics And Communication,1,5,0,0,0
21,Male,Computer Science,0,6,0,1,0
21,Female,Electronics And Communication,1,8,0,0,1
23,Female,Computer Science,0,6,1,0,0
21,Male,Mechanical,1,4.912925485,1,0,0
21,Male,Electrical,1,7,0,0,1
20,Male,Computer Science,1,6,0,0,0
23,Male,Information Technology,0,5.0595308,0,1,0
20,Male,Computer Science,1,9,0,0,1
20,Male,Information Technology,1,9,0,0,1
21,Male,Mechanical,0,8,1,0,1
21,Female,Electrical,1,7.988979409,1,1,1
21,Female,Computer Science,2,7.953235681,1,0,1
21,Male,Computer Science,0,6,0,0,0
22,Male,Information Technology,0,6,0,0,0
22,Male,Electrical,0,7.003686404,0,0,0
22,Male,Information Technology,1,5,0,0,0
24,Male,Computer Science,0,7.950746053,0,0,1
21,Male,Computer Science,0,7,0,0,1
21,Male,Electrical,2,6,1,1,1
22,Male,Mechanical,0,6.972914069,1,1,0
22,Male,Mechanical,0,8,1,0,1
22,Female,Mechanical,1,8.025239019,0,0,1
19,Male,Computer Science,0,7,0,1,1
20,Male,Electrical,0,8,0,1,1
22,Male,Electrical,0,6.023502118,0,0,0
24,Female,Computer Science,0,6.01065539,1,1,1
21,Male,Information Technology,0,7,0,0,0
24,Male,Information Technology,1,7.012396708,0,0,1
24,Male,Civil,0,5.926180483,0,0,1
21,Female,Information Technology,0,5.966300613,0,0,0
21,Male,Electrical,2,8,0,0,1
20,Female,Civil,1,9,1,0,1
26,Male,Computer Science,1,6.036261021,0,0,1
20,Male,Electronics And Communication,1,6,0,0,0
22,Male,Information Technology,0,7,0,0,0
20,Female,Electronics And Communication,0,8,0,0,1
21,Female,Electronics And Communication,3,6.098932978,0,0,1
21,Male,Electronics And Communication,1,8,1,1,1
24,Female,Electronics And Communication,0,8.043699636,0,0,1
20,Male,Electronics And Communication,1,7,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
22,Female,Electrical,0,7,1,1,0
21,Male,Electrical,0,7.966813957,0,0,1
22,Female,Computer Science,0,8.026162476,1,0,1
21,Male,Information Technology,1,8,1,0,1
20,Male,Mechanical,1,7,1,1,0
22,Male,Information Technology,1,9,0,0,1
21,Male,Information Technology,2,8,0,0,1
22,Male,Mechanical,1,7,1,0,0
21,Female,Electronics And Communication,3,9,0,0,1
21,Male,Information Technology,0,7,0,0,1
21,Male,Computer Science,0,6,0,0,0
22,Male,Electronics And Communication,2,8,0,0,1
21,Male,Electronics And Communication,0,7.959622045,0,1,1
21,Female,Information Technology,1,5,1,0,0
21,Male,Electronics And Communication,0,6,0,0,0
23,Male,Electrical,0,6,0,0,0
20,Female,Electronics And Communication,0,7,0,0,1
22,Male,Information Technology,0,6,0,1,1
23,Male,Electronics And Communication,0,6,0,0,0
24,Male,Information Technology,1,6,0,0,1
21,Male,Computer Science,1,6,0,0,0
19,Female,Electronics And Communication,0,8,0,0,1
22,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,2,6.927809397,0,0,0
22,Male,Electrical,0,7.953137731,0,0,1
21,Male,Computer Science,1,8,0,0,1
22,Male,Computer Science,1,9,0,0,1
21,Male,Information Technology,1,9,0,1,1
23,Male,Information Technology,1,6.070568577,0,0,0
21,Male,Electronics And Communication,1,6,0,0,0
21,Female,Information Technology,0,6.972610941,0,0,1
21,Male,Information Technology,2,7,0,0,1
22,Female,Electrical,0,6,0,0,0
21,Male,Information Technology,1,8,0,0,1
23,Male,Computer Science,1,8.009499546,0,0,1
21,Male,Information Technology,2,8.063824688,0,0,1
26,Male,Electrical,0,9.038235933,0,1,1
23,Male,Electronics And Communication,1,6,1,1,0
22,Male,Electrical,1,6,0,1,0
21,Male,Information Technology,1,8,0,0,1
22,Male,Information Technology,0,8,0,0,1
19,Male,Electrical,2,8,0,1,1
22,Male,Electronics And Communication,0,7.973649263,0,0,1
21,Male,Civil,0,8,0,0,1
22,Female,Civil,1,8,0,0,1
22,Male,Electrical,0,8,0,0,1
22,Female,Mechanical,1,7.923152943,1,0,1
21,Female,Electrical,0,6,0,0,0
22,Male,Electronics And Communication,0,7.938307638,0,0,1
22,Male,Electrical,1,8,0,0,1
23,Male,Computer Science,1,5.995290637,0,0,0
21,Male,Mechanical,1,7,1,0,0
22,Male,Computer Science,2,7,0,0,1
22,Male,Civil,0,8,0,0,1
19,Male,Electrical,1,6,0,0,0
21,Male,Electrical,0,7.915305877,0,0,1
22,Male,Mechanical,0,6,1,0,0
21,Male,Civil,0,6,1,0,0
25,Female,Electronics And Communication,0,6.07947468,0,0,1
22,Male,Civil,1,6,0,0,1
21,Male,Electrical,0,7,0,0,0
22,Male,Mechanical,1,7,1,0,0
21,Male,Electrical,0,7,0,0,0
22,Female,Computer Science,2,8,1,0,1
21,Male,Mechanical,0,7,1,0,0
21,Male,Mechanical,0,8,1,1,1
22,Male,Information Technology,1,8,0,0,1
26,Male,Computer Science,0,5.981383962,0,0,1
23,Male,Electronics And Communication,0,7.088355858,0,0,1
23,Female,Mechanical,1,6,1,0,0
22,Male,Information Technology,2,6,0,0,1
21,Male,Mechanical,0,5.932525307,1,1,1
22,Male,Information Technology,0,9,0,0,1
23,Male,Civil,0,8,0,0,1
22,Male,Electrical,2,6.01170886,0,0,1
22,Male,Civil,0,7,0,0,0
23,Male,Computer Science,1,6,0,0,1
21,Male,Civil,0,5,0,1,0
22,Male,Civil,0,7,0,0,0
22,Male,Civil,2,9,0,1,1
22,Female,Information Technology,3,7.051740666,1,1,0
22,Male,Mechanical,1,7.900962234,1,0,1
22,Male,Electrical,1,8.090347769,0,1,1
21,Male,Computer Science,1,7,0,0,0
21,Male,Computer Science,2,8,0,0,1
21,Male,Electrical,1,7,0,0,1
22,Male,Civil,0,7,0,0,0
19,Male,Electrical,1,6,0,0,0
22,Male,Electronics And Communication,0,5.907413277,0,0,0
20,Male,Computer Science,1,7,0,0,0
19,Male,Information Technology,2,7,0,0,1
19,Male,Electrical,0,6,0,0,0
22,Female,Mechanical,1,6.905719695,1,0,0
22,Male,Computer Science,0,7,0,0,1
19,Male,Civil,0,6,0,0,0
22,Male,Information Technology,1,8.048996599,0,0,1
21,Male,Electrical,2,6.917441745,0,0,1
21,Male,Computer Science,1,9,0,0,1
22,Male,Computer Science,3,7,0,0,0
22,Male,Civil,1,8.092211737,0,0,1
20,Female,Computer Science,0,8,1,0,1
22,Male,Mechanical,2,6,1,0,1
21,Male,Computer Science,1,7,0,0,0
21,Female,Civil,1,7,1,0,0
22,Male,Civil,0,6,0,0,0
20,Male,Electrical,0,6,0,0,0
21,Male,Information Technology,2,8,0,1,1
22,Female,Information Technology,1,6.087466907,0,0,0
21,Male,Electrical,0,7,0,0,0
23,Male,Mechanical,0,8,1,0,1
21,Male,Civil,0,8,0,0,1
21,Male,Information Technology,2,6,0,0,1
22,Male,Electrical,2,7.015569244,0,0,0
21,Female,Electrical,1,5.997128055,0,0,0
20,Male,Computer Science,0,6,0,1,1
24,Male,Civil,1,6.918500031,1,0,0
20,Male,Mechanical,1,8,0,0,1
21,Male,Electronics And Communication,1,6.903323501,0,0,0
21,Male,Electronics And Communication,1,5.947731592,1,1,0
22,Female,Information Technology,0,8.96858921,0,0,1
21,Male,Information Technology,0,8,0,0,1
20,Male,Information Technology,1,8,0,0,1
21,Male,Electronics And Communication,1,7,0,1,1
23,Male,Computer Science,1,4.933339719,0,0,1
22,Male,Information Technology,0,6.99410802,0,0,0
22,Male,Computer Science,1,8,0,0,1
19,Male,Civil,0,8,1,1,1
21,Male,Computer Science,1,6,0,0,0
21,Female,Information Technology,1,8,0,0,1
21,Female,Computer Science,1,8,1,0,1
23,Male,Civil,0,8,1,1,1
21,Male,Mechanical,0,5.965714543,1,1,0
22,Male,Information Technology,1,6,0,1,0
22,Female,Information Technology,1,9,1,0,1
21,Female,Information Technology,0,9,0,0,1
23,Male,Computer Science,0,7,0,0,0
22,Male,Mechanical,0,7.084564287,1,1,0
23,Male,Mechanical,0,7,1,0,0
21,Male,Electrical,1,6.027687965,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
26,Male,Computer Science,1,6,0,0,1
26,Male,Computer Science,1,9,0,0,1
20,Female,Information Technology,0,8,0,0,1
23,Male,Electronics And Communication,1,7,0,1,1
24,Male,Civil,0,7.012086303,0,0,1
22,Male,Computer Science,1,7,0,0,0
22,Male,Information Technology,2,8.097270176,0,0,1
22,Female,Computer Science,0,6,1,0,0
22,Female,Computer Science,0,5.962538935,1,0,0
22,Male,Information Technology,1,7,0,0,0
23,Female,Mechanical,1,6.01663092,1,0,0
20,Female,Information Technology,0,5.989209548,0,0,0
22,Male,Computer Science,1,7,0,0,1
21,Female,Computer Science,1,6,1,0,0
19,Male,Information Technology,2,7,0,0,1
21,Male,Electrical,0,7,0,0,0
19,Male,Electrical,0,5,0,0,0
23,Male,Computer Science,1,8,0,0,1
21,Male,Electronics And Communication,0,7,0,1,0
22,Male,Electronics And Communication,0,7,0,0,0
20,Male,Electrical,1,7.963456859,0,0,1
24,Male,Computer Science,1,7.074927519,0,0,1
21,Male,Computer Science,1,7,0,0,0
22,Male,Civil,0,9,1,0,1
21,Male,Civil,0,7,0,0,0
21,Male,Civil,1,7.057850752,0,0,0
22,Male,Mechanical,1,6,1,1,0
23,Female,Electronics And Communication,0,5,0,0,0
23,Male,Information Technology,0,7.087236183,0,1,1
21,Female,Electronics And Communication,2,7,0,0,1
21,Male,Mechanical,2,6,1,0,1
22,Male,Computer Science,2,6.033752811,0,0,1
24,Female,Information Technology,1,7,0,0,0
21,Male,Computer Science,0,7.928413075,0,1,1
22,Male,Information Technology,0,5.964889693,0,0,0
22,Male,Mechanical,1,6.040757794,1,0,0
22,Male,Information Technology,0,6.053250747,0,0,1
20,Male,Information Technology,0,7,0,1,0
21,Male,Mechanical,0,6,1,0,1
22,Male,Information Technology,1,8,0,0,1
22,Male,Computer Science,1,9,0,0,1
20,Male,Computer Science,1,9,0,0,1
20,Female,Computer Science,3,8,1,0,1
21,Male,Civil,0,6,1,0,0
22,Male,Mechanical,0,7,1,0,0
21,Male,Information Technology,1,6,0,0,0
23,Male,Electrical,0,4.947672893,1,0,0
24,Male,Information Technology,1,6,0,0,1
21,Male,Civil,0,8,1,0,1
21,Male,Civil,0,7.916719186,0,0,1
19,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,1,8,0,0,1
22,Male,Electronics And Communication,0,5.95469124,0,0,0
21,Male,Electrical,0,6,0,0,0
20,Male,Computer Science,1,8,0,0,1
21,Male,Electronics And Communication,2,8,1,1,1
21,Female,Electronics And Communication,1,8,0,0,1
23,Male,Mechanical,1,8,1,0,1
22,Male,Computer Science,0,8.091294002,0,1,1
21,Male,Mechanical,3,6,1,0,1
22,Female,Computer Science,1,6.063405215,1,0,1
21,Male,Computer Science,1,7,0,0,0
21,Male,Computer Science,1,6,0,0,1
22,Female,Computer Science,1,8.097057224,1,0,1
23,Male,Electronics And Communication,1,8,1,1,1
22,Male,Electronics And Communication,1,7.037575886,0,0,0
20,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,1,8,0,0,1
22,Male,Information Technology,1,5.909081526,0,0,0
21,Male,Mechanical,0,6,1,1,1
24,Female,Electronics And Communication,0,8,0,0,1
22,Female,Computer Science,1,6,1,0,0
25,Male,Information Technology,1,8,0,0,1
24,Male,Information Technology,0,7.922944672,0,0,1
21,Male,Computer Science,0,6,0,1,0
20,Male,Electrical,1,8,0,1,1
19,Male,Computer Science,1,7,0,0,0
22,Male,Civil,0,8,1,0,1
21,Male,Mechanical,1,8,1,0,1
21,Male,Information Technology,1,7.944901325,0,0,1
24,Male,Information Technology,1,6.018603537,0,0,1
22,Male,Information Technology,1,6.909310192,0,0,0
21,Male,Electronics And Communication,0,8,0,1,1
22,Male,Civil,1,5.92981487,0,0,0
22,Male,Computer Science,0,6,0,0,1
21,Male,Civil,0,7.961517349,0,0,1
21,Male,Information Technology,0,5.924636385,0,0,1
22,Male,Information Technology,1,5.927682204,0,0,1
25,Male,Computer Science,0,8,0,0,1
20,Male,Information Technology,1,7,0,0,0
22,Male,Computer Science,1,6,0,0,1
22,Male,Electronics And Communication,1,7.030892614,0,0,0
22,Male,Mechanical,1,7,1,0,0
20,Male,Computer Science,1,6.00400299,0,0,0
22,Male,Computer Science,0,8,0,0,1
23,Female,Computer Science,1,5,1,0,0
20,Male,Computer Science,0,6,0,0,0
21,Male,Information Technology,1,6.038811837,0,0,0
21,Male,Computer Science,2,7,0,0,1
22,Female,Civil,1,6,0,0,0
22,Female,Electronics And Communication,0,8,0,0,1
21,Male,Electrical,1,7.037670625,0,1,1
21,Male,Computer Science,2,6,0,0,1
21,Male,Mechanical,1,7,0,0,0
22,Male,Computer Science,1,6.92041645,0,0,1
23,Male,Computer Science,1,6.917070031,0,0,1
22,Male,Computer Science,1,6,0,0,0
21,Male,Mechanical,0,8,1,0,1
23,Male,Computer Science,1,8,0,0,1
20,Male,Information Technology,1,7,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1
20,Male,Civil,0,7,1,0,0
22,Male,Computer Science,0,6.978375034,0,0,1
22,Male,Electrical,1,6,0,1,0
22,Male,Mechanical,0,6.012327857,1,1,1
21,Male,Electronics And Communication,1,5.900409437,0,1,0
21,Male,Computer Science,1,6,0,0,0
21,Male,Civil,0,7,0,0,0
20,Male,Computer Science,0,5,0,0,0
22,Male,Computer Science,1,7,0,0,0
19,Male,Mechanical,0,6,0,0,1
23,Male,Electronics And Communication,1,5.904119245,0,1,0
22,Male,Computer Science,0,5.991383687,0,1,1
22,Female,Computer Science,1,6,1,0,1
22,Male,Information Technology,2,5,0,0,0
21,Male,Computer Science,1,7,0,0,0
22,Female,Information Technology,2,8,0,0,1
22,Male,Computer Science,1,7,0,0,0
24,Male,Information Technology,1,6,0,1,1
21,Male,Civil,0,8.080464653,0,0,1
21,Female,Electronics And Communication,1,7,1,0,0
21,Male,Civil,0,7,0,0,0
24,Male,Electronics And Communication,0,5,0,0,0
21,Male,Mechanical,0,7,1,0,0
19,Male,Mechanical,1,6,1,0,0
21,Male,Electrical,1,9,0,0,1
21,Male,Mechanical,1,5,1,1,0
20,Male,Electronics And Communication,0,8,0,0,1
21,Male,Electronics And Communication,0,5.901754793,0,0,0
21,Male,Electrical,0,6,0,0,0
21,Male,Computer Science,2,8,0,0,1
21,Female,Electronics And Communication,1,8.021165317,0,0,1
21,Male,Information Technology,0,6.913243241,0,0,0
22,Female,Electrical,1,7.068558921,0,0,0
22,Male,Information Technology,1,6,0,0,0
21,Male,Computer Science,0,7.09021593,0,0,1
21,Male,Electronics And Communication,1,8,0,1,1
21,Male,Electrical,0,7.954192712,0,0,1
20,Male,Civil,0,9,1,1,1
24,Male,Computer Science,2,6,0,0,1
21,Male,Information Technology,0,5.999914902,0,0,0
19,Male,Electrical,0,8,0,1,1
22,Male,Computer Science,1,7.970926294,0,1,1
21,Male,Civil,0,7,0,0,0
23,Male,Computer Science,1,6.060013216,0,0,0
22,Female,Information Technology,2,7,0,0,0
24,Male,Electrical,1,7.082730127,0,0,1
25,Male,Computer Science,2,5.991739983,0,0,1
20,Male,Electronics And Communication,0,6,0,0,0
22,Male,Electronics And Communication,2,7.037709244,0,1,0
22,Male,Information Technology,0,6,0,0,0
22,Male,Computer Science,1,6,0,0,0
21,Male,Electrical,0,5,1,0,0
22,Male,Electronics And Communication,1,7,0,1,0
20,Female,Information Technology,1,7,0,1,0
21,Male,Civil,0,8,0,0,1
22,Male,Mechanical,0,7.957976089,1,0,1
22,Male,Computer Science,1,8,0,0,1
22,Male,Electrical,1,7,0,0,0
22,Male,Electronics And Communication,0,8.0230095,0,0,1
22,Male,Mechanical,0,7.092359711,1,0,0
22,Male,Mechanical,0,8,1,0,1
22,Female,Computer Science,1,7,1,0,1
20,Male,Civil,1,8,0,0,1
20,Male,Information Technology,1,6,0,0,0
24,Female,Electronics And Communication,0,5.952009854,0,0,1
21,Female,Electronics And Communication,1,7.028311635,0,0,1
22,Male,Electronics And Communication,1,6,0,0,0
20,Male,Computer Science,2,6,0,0,1
21,Female,Mechanical,1,6.070079492,1,0,0
22,Female,Information Technology,1,8,0,0,1
21,Male,Mechanical,0,6.911660728,1,0,0
22,Female,Information Technology,0,7.045987173,0,0,1
23,Male,Electrical,0,5,0,0,0
21,Male,Mechanical,1,6,1,0,0
21,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,1,8.011863141,0,1,1
22,Male,Mechanical,0,8,1,0,1
21,Female,Information Technology,1,8,0,0,1
20,Male,Civil,2,6.056466304,0,0,1
21,Male,Electrical,1,8,0,1,1
22,Female,Information Technology,0,7,0,0,0
20,Male,Information Technology,1,5.997459645,0,0,0
21,Female,Electrical,1,8,0,1,1
22,Male,Electronics And Communication,0,6.906192984,0,0,0
22,Male,Mechanical,1,8.037431073,1,0,1
19,Male,Electronics And Communication,1,7,0,0,1
21,Male,Information Technology,1,7,0,0,0
22,Male,Computer Science,1,5.99544444,0,0,1
26,Male,Computer Science,1,5.978720558,0,0,1
22,Male,Civil,0,7,1,0,0
22,Male,Mechanical,1,6,0,0,0
19,Female,Computer Science,1,7,1,0,0
22,Male,Computer Science,1,9,0,0,1
22,Male,Computer Science,3,9,0,0,1
21,Male,Electrical,0,7.041687049,0,0,0
21,Male,Information Technology,1,8,1,0,1
19,Male,Civil,0,6,0,0,0
